timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.023849,-0.447187,0.018348,1,1,1,1,1
-360,2.03593,-0.437322,0.019997,1,1,1,1,1
-320,2.052797,-0.42566,0.021514,1,1,1,1,1
-280,2.074135,-0.410094,0.022362,1,1,1,1,1
-240,2.098705,-0.38945,0.023346,1,1,1,1,1
-200,2.127274,-0.371564,0.026252,1,1,1,1,1
-160,2.154358,-0.351907,0.030545,1,1,1,1,1
-120,2.182898,-0.334026,0.031241,1,1,1,1,1
-80,2.212299,-0.317457,0.031966,1,1,1,1,1
-40,2.238981,-0.29676,0.035227,1,1,1,1,1
0,2.268928,-0.281911,0.032484,1,1,1,1,1
