timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.730328,0.556303,-0.347801,1,1,1,1,1
-360,2.748371,0.558278,-0.342615,1,1,1,1,1
-320,2.766882,0.560658,-0.335858,1,1,1,1,1
-280,2.787051,0.563802,-0.330518,1,1,1,1,1
-240,2.808202,0.571733,-0.327689,1,1,1,1,1
-200,2.8306,0.581084,-0.324335,1,1,1,1,1
-160,2.853707,0.592906,-0.320459,1,1,1,1,1
-120,2.879368,0.603311,-0.316646,1,1,1,1,1
-80,2.906878,0.614311,-0.313335,1,1,1,1,1
-40,2.935974,0.62519,-0.309043,1,1,1,1,1
0,2.966334,0.636564,-0.30344,1,1,1,1,1
