timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.778987,0.085558,0.122726,1,1,1,1,1
-360,1.788264,0.077487,0.123339,1,1,1,1,1
-320,1.799121,0.071331,0.125057,1,1,1,1,1
-280,1.810021,0.06448,0.12686,1,1,1,1,1
-240,1.822353,0.05783,0.128478,1,1,1,1,1
-200,1.836064,0.051015,0.130948,1,1,1,1,1
-160,1.850131,0.042656,0.13356,1,1,1,1,1
-120,1.866087,0.035098,0.135979,1,1,1,1,1
-80,1.882719,0.027337,0.137884,1,1,1,1,1
-40,1.899501,0.018379,0.139419,1,1,1,1,1
0,1.917237,0.008913,0.139936,1,1,1,1,1
