timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.017868,0.94525,0.308035,0,0,1,1,1
-360,2.068387,0.929585,0.298173,0,0,1,1,1
-320,2.118852,0.912603,0.290623,0,0,1,1,1
-280,2.168467,0.89351,0.282025,0,0,1,1,1
-240,2.216303,0.870216,0.286482,0,0,1,1,1
-200,2.263547,0.845699,0.29389,0,0,1,1,1
-160,2.310979,0.822809,0.304419,0,0,1,1,1
-120,2.357897,0.797829,0.31179,0,0,1,1,1
-80,2.405563,0.77339,0.317118,0,0,1,1,1
-40,2.432479,0.729884,0.310877,0,0,1,1,1
0,2.456121,0.684445,0.29563,0,0,1,1,1
