timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.699647,0.939071,-0.329865,1,1,1,1,1
-360,1.729599,0.933419,-0.324574,1,1,1,1,1
-320,1.762845,0.924493,-0.318439,1,1,1,1,1
-280,1.799926,0.916884,-0.310862,1,1,1,1,1
-240,1.840537,0.910013,-0.303467,1,1,1,1,1
-200,1.883766,0.908223,-0.292026,1,1,1,1,1
-160,1.927456,0.901347,-0.275645,1,1,1,1,1
-120,1.975049,0.892209,-0.262628,1,1,1,1,1
-80,2.024144,0.881213,-0.246341,1,1,1,1,1
-40,2.074807,0.873376,-0.229813,1,1,1,1,1
0,2.126498,0.870514,-0.215104,1,1,1,1,1
