timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.591455,-0.383318,1.712302,1,1,1,1,1
-360,3.608259,-0.367612,1.697806,1,1,1,1,1
-320,3.625295,-0.350881,1.683385,1,1,1,1,1
-280,3.629338,-0.337528,1.662281,1,1,1,1,1
-240,3.630573,-0.327397,1.644916,1,1,1,1,1
-200,3.630208,-0.318026,1.628657,1,1,1,1,1
-160,3.630808,-0.309965,1.613105,1,1,1,1,1
-120,3.631442,-0.301763,1.598507,1,1,1,1,1
-80,3.632158,-0.294849,1.583844,1,1,1,1,1
-40,3.635842,-0.288526,1.570908,1,1,1,1,1
0,3.642499,-0.280519,1.55971,1,1,1,1,1
