timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.024725,0.228231,-0.206196,1,1,1,1,1
-360,1.032679,0.221673,-0.203383,1,1,1,1,1
-320,1.041323,0.215112,-0.20042,1,1,1,1,1
-280,1.049788,0.207604,-0.197919,1,1,1,1,1
-240,1.058225,0.199562,-0.195667,1,1,1,1,1
-200,1.067096,0.191805,-0.193447,1,1,1,1,1
-160,1.075855,0.184052,-0.190945,1,1,1,1,1
-120,1.085019,0.176613,-0.188241,1,1,1,1,1
-80,1.09412,0.169151,-0.185265,1,1,1,1,1
-40,1.105852,0.167914,-0.18183,1,1,1,1,1
0,1.117545,0.160136,-0.178288,1,1,1,1,1
