timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.57753,-0.190835,-0.97652,1,1,1,1,1
-360,3.571289,-0.188525,-0.965711,1,1,1,1,1
-320,3.565081,-0.185598,-0.954398,1,1,1,1,1
-280,3.55954,-0.182707,-0.944038,1,1,1,1,1
-240,3.554209,-0.180381,-0.934296,1,1,1,1,1
-200,3.548738,-0.177454,-0.924031,1,1,1,1,1
-160,3.543066,-0.174375,-0.913521,1,1,1,1,1
-120,3.538239,-0.172996,-0.904683,1,1,1,1,1
-80,3.533592,-0.172137,-0.89705,1,1,1,1,1
-40,3.528807,-0.1708,-0.889563,1,1,1,1,1
0,3.524457,-0.16894,-0.881963,1,1,1,1,1
