timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.423552,0.031814,-0.08216,1,1,1,1,1
-360,1.441894,0.016709,-0.077386,1,1,1,1,1
-320,1.46155,0.003229,-0.073654,1,1,1,1,1
-280,1.479652,-0.011746,-0.07031,1,1,1,1,1
-240,1.500345,-0.023215,-0.067378,1,1,1,1,1
-200,1.526095,-0.026472,-0.067492,1,1,1,1,1
-160,1.551758,-0.016226,-0.067339,1,1,1,1,1
-120,1.57533,-0.002612,-0.067241,1,1,1,1,1
-80,1.598247,0.010748,-0.066237,1,1,1,1,1
-40,1.620286,0.023917,-0.066328,1,1,1,1,1
0,1.642777,0.034923,-0.066003,1,1,1,1,1
