timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.642891,0.841654,-0.752425,1,1,1,1,1
-360,1.658781,0.84878,-0.750262,1,1,1,1,1
-320,1.676029,0.854825,-0.747816,1,1,1,1,1
-280,1.693714,0.862203,-0.74547,1,1,1,1,1
-240,1.711295,0.870935,-0.742205,1,1,1,1,1
-200,1.724297,0.884017,-0.734814,1,1,1,1,1
-160,1.736562,0.898075,-0.728061,1,1,1,1,1
-120,1.748631,0.912413,-0.721778,1,1,1,1,1
-80,1.763071,0.925867,-0.717367,1,1,1,1,1
-40,1.786477,0.937243,-0.712464,1,1,1,1,1
0,1.813353,0.947446,-0.711214,1,1,1,1,1
