timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.616007,0.798673,0.466856,1,1,1,1,1
-360,2.619935,0.794415,0.466094,1,1,1,1,1
-320,2.624855,0.790772,0.465421,1,1,1,1,1
-280,2.629686,0.78669,0.464083,1,1,1,1,1
-240,2.634034,0.782609,0.461877,1,1,1,1,1
-200,2.637781,0.77877,0.459566,1,1,1,1,1
-160,2.641025,0.775278,0.457573,1,1,1,1,1
-120,2.644337,0.772094,0.456066,1,1,1,1,1
-80,2.647994,0.769547,0.454212,1,1,1,1,1
-40,2.653311,0.769839,0.453355,1,1,1,1,1
0,2.661475,0.770672,0.454037,1,1,1,1,1
