timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.033512,1.519477,-0.77765,0,1,1,1,1
-360,3.035217,1.494709,-0.766734,0,1,1,1,1
-320,3.022735,1.471748,-0.755308,0,1,1,1,1
-280,3.005165,1.454217,-0.740292,0,1,1,1,1
-240,2.986553,1.438623,-0.723785,0,1,1,1,1
-200,2.967374,1.423937,-0.706251,0,1,1,1,1
-160,2.948596,1.409213,-0.688298,0,1,1,1,1
-120,2.929076,1.3945,-0.670814,0,1,1,1,1
-80,2.907516,1.380329,-0.655007,0,1,1,1,1
-40,2.88748,1.36702,-0.636593,0,1,1,1,1
0,2.867989,1.353828,-0.617433,0,1,1,1,1
