timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,5.110564,-1.941619,2.161461,0,0,0,0,0
-360,5.118227,-1.944555,2.133831,0,0,0,0,0
-320,5.126146,-1.93733,2.108872,0,0,0,0,0
-280,5.119555,-1.930426,2.088801,0,0,0,0,0
-240,5.107631,-1.922675,2.071933,0,0,0,0,0
-200,5.095521,-1.915101,2.054956,0,0,0,0,0
-160,5.080816,-1.911066,2.038998,0,0,0,0,0
-120,5.06732,-1.908324,2.021252,0,0,0,0,0
-80,5.0569,-1.895453,2.007268,0,0,0,0,0
-40,5.044999,-1.886682,1.991444,0,0,0,0,0
0,5.035036,-1.883679,1.978397,0,0,0,0,0
