timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.792935,0.624943,-0.652159,0,1,1,1,1
-360,1.814222,0.632544,-0.648521,0,1,1,1,1
-320,1.835636,0.639951,-0.645332,0,1,1,1,1
-280,1.856497,0.646035,-0.640655,0,1,1,1,1
-240,1.875512,0.633561,-0.635296,0,1,1,1,1
-200,1.894383,0.633972,-0.628105,0,1,1,1,1
-160,1.909714,0.639657,-0.620529,0,1,1,1,1
-120,1.920704,0.644237,-0.615057,0,1,1,1,1
-80,1.928174,0.647307,-0.611921,0,1,1,1,1
-40,1.935138,0.648813,-0.609555,0,1,1,1,1
0,1.942233,0.646183,-0.606279,0,1,1,1,1
