timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.676854,-0.811089,-0.351061,1,1,1,1,1
-360,1.684021,-0.80146,-0.328485,1,1,1,1,1
-320,1.691783,-0.792478,-0.306085,1,1,1,1,1
-280,1.701085,-0.784967,-0.284868,1,1,1,1,1
-240,1.707098,-0.77746,-0.263924,1,1,1,1,1
-200,1.712092,-0.76902,-0.245622,1,1,1,1,1
-160,1.71671,-0.761051,-0.229015,1,1,1,1,1
-120,1.716426,-0.755259,-0.21269,1,1,1,1,1
-80,1.703515,-0.754522,-0.197145,1,1,1,1,1
-40,1.688251,-0.752807,-0.182096,1,1,1,1,1
0,1.668311,-0.74695,-0.171516,1,1,1,1,1
