timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.707619,-0.093151,0.174008,1,1,1,1,1
-360,0.716558,-0.101927,0.169912,1,1,1,1,1
-320,0.725686,-0.110986,0.167005,1,1,1,1,1
-280,0.735064,-0.119949,0.163953,1,1,1,1,1
-240,0.745862,-0.127333,0.161029,1,1,1,1,1
-200,0.75903,-0.133778,0.156718,1,1,1,1,1
-160,0.774508,-0.140557,0.151892,1,1,1,1,1
-120,0.792091,-0.145568,0.145595,1,1,1,1,1
-80,0.810892,-0.150077,0.138482,1,1,1,1,1
-40,0.830473,-0.157698,0.131467,1,1,1,1,1
0,0.850381,-0.165756,0.122093,1,1,1,1,1
