timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.358354,-0.102034,0.254359,0,0,1,1,1
-360,2.368046,-0.108851,0.251112,0,0,1,1,1
-320,2.378572,-0.114625,0.247669,0,0,1,1,1
-280,2.387721,-0.123298,0.246654,0,0,1,1,1
-240,2.398471,-0.130809,0.245408,0,0,1,1,1
-200,2.410302,-0.137017,0.242405,0,0,1,1,1
-160,2.421069,-0.144238,0.237352,0,0,1,1,1
-120,2.432652,-0.149853,0.232306,0,0,1,1,1
-80,2.44391,-0.157184,0.227769,0,0,1,1,1
-40,2.456092,-0.161266,0.221816,0,0,1,1,1
0,2.469382,-0.160391,0.216151,0,0,1,1,1
