timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.443186,0.93404,0.376596,1,1,1,1,1
-360,1.434164,0.920956,0.370937,1,1,1,1,1
-320,1.427228,0.907276,0.364547,1,1,1,1,1
-280,1.419652,0.893995,0.358405,1,1,1,1,1
-240,1.413925,0.88038,0.35313,1,1,1,1,1
-200,1.408002,0.867387,0.348206,1,1,1,1,1
-160,1.402048,0.853652,0.342947,1,1,1,1,1
-120,1.393668,0.835426,0.336617,1,1,1,1,1
-80,1.383943,0.813766,0.329416,1,1,1,1,1
-40,1.375054,0.791086,0.32141,1,1,1,1,1
0,1.367001,0.767724,0.315621,1,1,1,1,1
