timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.212077,0.935775,-0.047649,1,1,1,1,1
-360,2.215925,0.926409,-0.045089,1,1,1,1,1
-320,2.220017,0.916145,-0.042044,1,1,1,1,1
-280,2.225636,0.905814,-0.039441,1,1,1,1,1
-240,2.229823,0.893981,-0.036695,1,1,1,1,1
-200,2.235058,0.881137,-0.036076,1,1,1,1,1
-160,2.241416,0.868066,-0.034735,1,1,1,1,1
-120,2.248575,0.855319,-0.032153,1,1,1,1,1
-80,2.253355,0.84082,-0.029124,1,1,1,1,1
-40,2.257343,0.824571,-0.026738,1,1,1,1,1
0,2.260994,0.807849,-0.025696,1,1,1,1,1
