timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.104304,0.390373,-0.09951,1,1,1,1,1
-360,1.146466,0.40661,-0.08691,1,1,1,1,1
-320,1.194505,0.417132,-0.076639,1,1,1,1,1
-280,1.24507,0.431025,-0.068911,1,1,1,1,1
-240,1.292694,0.449301,-0.052226,1,1,1,1,1
-200,1.343947,0.46073,-0.040411,1,1,1,1,1
-160,1.395811,0.467613,-0.028581,1,1,1,1,1
-120,1.448298,0.472087,-0.018305,1,1,1,1,1
-80,1.500161,0.472559,-0.003583,1,1,1,1,1
-40,1.552056,0.468937,0.010536,1,1,1,1,1
0,1.604629,0.467341,0.022057,1,1,1,1,1
