timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.96739,-0.503334,0.362751,1,1,1,1,1
-360,0.997834,-0.513245,0.356804,1,1,1,1,1
-320,1.029199,-0.524425,0.348103,1,1,1,1,1
-280,1.056115,-0.53419,0.338784,1,1,1,1,1
-240,1.07465,-0.547155,0.324245,1,1,1,1,1
-200,1.095501,-0.560069,0.313685,1,1,1,1,1
-160,1.11726,-0.574713,0.306026,1,1,1,1,1
-120,1.138397,-0.589486,0.299148,1,1,1,1,1
-80,1.157693,-0.598934,0.293006,1,1,1,1,1
-40,1.172534,-0.605391,0.285784,1,1,1,1,1
0,1.184777,-0.611914,0.28051,1,1,1,1,1
