timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.160751,1.675943,1.616056,1,1,1,1,1
-360,4.16105,1.67418,1.615221,1,1,1,1,1
-320,4.164297,1.668031,1.614156,1,1,1,1,1
-280,4.168251,1.66221,1.612876,1,1,1,1,1
-240,4.171948,1.656365,1.611381,1,1,1,1,1
-200,4.175331,1.64988,1.610121,1,1,1,1,1
-160,4.17843,1.646414,1.609935,1,1,1,1,1
-120,4.177306,1.653291,1.608722,1,1,1,1,1
-80,4.176308,1.660192,1.60723,1,1,1,1,1
-40,4.174173,1.666985,1.605976,1,1,1,1,1
0,4.171215,1.673526,1.605219,1,1,1,1,1
