timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.73367,-1.002589,-0.449425,0,1,1,1,1
-360,3.739418,-0.991685,-0.439181,0,1,1,1,1
-320,3.748243,-0.9797,-0.427944,0,1,1,1,1
-280,3.75708,-0.963803,-0.413885,0,1,1,1,1
-240,3.767863,-0.947368,-0.4038,0,1,1,1,1
-200,3.776628,-0.929636,-0.395577,0,1,1,1,1
-160,3.78734,-0.912844,-0.388095,0,1,1,1,1
-120,3.796225,-0.896269,-0.378551,0,1,1,1,1
-80,3.807621,-0.881426,-0.368557,0,1,1,1,1
-40,3.819544,-0.865882,-0.359645,0,1,1,1,1
0,3.830517,-0.847758,-0.342486,0,1,1,1,1
