timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.776701,0.491102,0.388169,1,1,1,1,1
-360,2.776381,0.490601,0.388306,1,1,1,1,1
-320,2.776416,0.489237,0.388337,1,1,1,1,1
-280,2.775842,0.486414,0.38721,1,1,1,1,1
-240,2.775264,0.483751,0.381923,1,1,1,1,1
-200,2.77639,0.479973,0.37482,1,1,1,1,1
-160,2.779094,0.477204,0.365852,1,1,1,1,1
-120,2.782978,0.471919,0.356911,1,1,1,1,1
-80,2.789545,0.466805,0.34863,1,1,1,1,1
-40,2.796673,0.461817,0.340993,1,1,1,1,1
0,2.80149,0.456093,0.335849,1,1,1,1,1
