timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.946465,0.154089,0.94202,1,1,1,1,1
-360,2.961445,0.159795,0.942131,1,1,1,1,1
-320,2.975403,0.164979,0.943361,1,1,1,1,1
-280,2.986927,0.171838,0.943356,1,1,1,1,1
-240,2.997221,0.177532,0.942892,1,1,1,1,1
-200,3.00652,0.182588,0.941082,1,1,1,1,1
-160,3.014389,0.18811,0.937036,1,1,1,1,1
-120,3.022033,0.192913,0.932709,1,1,1,1,1
-80,3.030417,0.196921,0.927525,1,1,1,1,1
-40,3.039278,0.201426,0.921759,1,1,1,1,1
0,3.048131,0.207419,0.91605,1,1,1,1,1
