timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.919333,0.086551,1.313128,0,0,1,1,1
-360,3.920102,0.085782,1.311503,0,0,1,1,1
-320,3.920746,0.085095,1.309799,0,0,1,1,1
-280,3.920087,0.080368,1.305967,0,0,1,1,1
-240,3.918645,0.072817,1.297217,0,0,1,1,1
-200,3.916958,0.065015,1.286682,0,0,1,1,1
-160,3.913065,0.053391,1.276896,0,0,1,1,1
-120,3.909372,0.036374,1.262389,0,0,1,1,1
-80,3.908209,0.016894,1.246287,0,0,1,1,1
-40,3.90316,-0.001907,1.229236,0,0,1,1,1
0,3.919346,0.007392,1.221759,0,0,1,1,1
