timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.973194,-0.526506,0.059043,1,1,1,1,1
-360,1.009588,-0.539403,0.071796,1,1,1,1,1
-320,1.044544,-0.553429,0.088315,1,1,1,1,1
-280,1.080682,-0.570645,0.099202,1,1,1,1,1
-240,1.118175,-0.587154,0.108511,1,1,1,1,1
-200,1.156277,-0.605001,0.115346,1,1,1,1,1
-160,1.194974,-0.62358,0.120211,1,1,1,1,1
-120,1.237742,-0.634687,0.123954,1,1,1,1,1
-80,1.281692,-0.642683,0.128463,1,1,1,1,1
-40,1.325658,-0.655142,0.13111,1,1,1,1,1
0,1.369221,-0.67074,0.137118,1,1,1,1,1
