timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.467072,-0.698071,0.455146,1,1,1,1,1
-360,1.495694,-0.701512,0.453602,1,1,1,1,1
-320,1.527088,-0.702114,0.451261,1,1,1,1,1
-280,1.561077,-0.704341,0.449633,1,1,1,1,1
-240,1.596771,-0.710843,0.452259,1,1,1,1,1
-200,1.633157,-0.721174,0.453672,1,1,1,1,1
-160,1.670734,-0.732035,0.452851,1,1,1,1,1
-120,1.709558,-0.743865,0.452842,1,1,1,1,1
-80,1.750794,-0.751408,0.456656,1,1,1,1,1
-40,1.793396,-0.761131,0.457502,1,1,1,1,1
0,1.839122,-0.763924,0.458419,1,1,1,1,1
