timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.853434,-0.303291,-0.372198,1,1,1,1,1
-360,1.864351,-0.310007,-0.369283,1,1,1,1,1
-320,1.875364,-0.315515,-0.365879,1,1,1,1,1
-280,1.877781,-0.306675,-0.361468,1,1,1,1,1
-240,1.879124,-0.301075,-0.358199,1,1,1,1,1
-200,1.880406,-0.297833,-0.356199,1,1,1,1,1
-160,1.881633,-0.297161,-0.354301,1,1,1,1,1
-120,1.88676,-0.29967,-0.351137,1,1,1,1,1
-80,1.895631,-0.301767,-0.346603,1,1,1,1,1
-40,1.906476,-0.303443,-0.341555,1,1,1,1,1
0,1.916254,-0.304878,-0.337085,1,1,1,1,1
