timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,5.966591,-0.321778,-0.773564,0,0,0,0,1
-360,5.933292,-0.297869,-0.738604,0,0,0,0,1
-320,5.914088,-0.265255,-0.703142,0,0,0,0,1
-280,5.91595,-0.231066,-0.663698,0,0,0,0,1
-240,5.942541,-0.216746,-0.62126,0,0,0,0,1
-200,5.968737,-0.198615,-0.583653,0,0,0,0,1
-160,5.992874,-0.185754,-0.545942,0,0,0,0,1
-120,6.017407,-0.172485,-0.512407,0,0,0,0,1
-80,6.041433,-0.16385,-0.481181,0,0,0,0,1
-40,6.064139,-0.156649,-0.453234,0,0,0,0,1
0,6.084911,-0.149242,-0.429008,0,0,0,0,1
