timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.721379,0.148289,2.107729,1,1,1,1,1
-360,4.713934,0.138867,2.139745,1,1,1,1,1
-320,4.708686,0.129379,2.173715,1,1,1,1,1
-280,4.702643,0.118652,2.207148,1,1,1,1,1
-240,4.696872,0.108068,2.244725,1,1,1,1,1
-200,4.690975,0.095462,2.279762,1,1,1,1,1
-160,4.6831,0.076589,2.249592,1,1,1,1,1
-120,4.672652,0.06403,2.218146,1,1,1,1,1
-80,4.664395,0.054278,2.187104,1,1,1,1,1
-40,4.655959,0.046915,2.158975,1,1,1,1,1
0,4.64901,0.039866,2.131703,1,1,1,1,1
