timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.250872,-1.315524,0.152057,1,1,1,1,1
-360,3.267804,-1.29596,0.153689,1,1,1,1,1
-320,3.286103,-1.276524,0.15582,1,1,1,1,1
-280,3.305809,-1.257016,0.162314,1,1,1,1,1
-240,3.326633,-1.236383,0.162626,1,1,1,1,1
-200,3.348405,-1.216381,0.16168,1,1,1,1,1
-160,3.36998,-1.195468,0.160477,1,1,1,1,1
-120,3.383982,-1.171392,0.163361,1,1,1,1,1
-80,3.395807,-1.153618,0.166224,1,1,1,1,1
-40,3.408632,-1.147349,0.169778,1,1,1,1,1
0,3.419975,-1.140713,0.171818,1,1,1,1,1
