timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.433647,1.02968,-0.299269,1,1,1,1,1
-360,2.438395,1.014958,-0.287264,1,1,1,1,1
-320,2.443044,1.000124,-0.276083,1,1,1,1,1
-280,2.4457,0.984049,-0.266651,1,1,1,1,1
-240,2.449719,0.967694,-0.258801,1,1,1,1,1
-200,2.453399,0.950649,-0.251703,1,1,1,1,1
-160,2.456609,0.933678,-0.244318,1,1,1,1,1
-120,2.459207,0.916891,-0.235896,1,1,1,1,1
-80,2.462149,0.899597,-0.229038,1,1,1,1,1
-40,2.465942,0.882375,-0.222524,1,1,1,1,1
0,2.471198,0.867268,-0.21216,1,1,1,1,1
