timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.123348,0.273928,0.609112,1,1,1,1,1
-360,2.135144,0.296901,0.595998,1,1,1,1,1
-320,2.148524,0.321523,0.581426,1,1,1,1,1
-280,2.175536,0.334748,0.572956,1,1,1,1,1
-240,2.209252,0.324169,0.568952,1,1,1,1,1
-200,2.243135,0.311091,0.565231,1,1,1,1,1
-160,2.278034,0.29821,0.562181,1,1,1,1,1
-120,2.314124,0.285937,0.558216,1,1,1,1,1
-80,2.351625,0.274803,0.554544,1,1,1,1,1
-40,2.390012,0.262685,0.553055,1,1,1,1,1
0,2.429399,0.25033,0.551674,1,1,1,1,1
