timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.787682,-0.717203,-0.075125,0,1,1,1,1
-360,1.800629,-0.710584,-0.073427,0,1,1,1,1
-320,1.813975,-0.705064,-0.071428,0,1,1,1,1
-280,1.828294,-0.702081,-0.070091,0,1,1,1,1
-240,1.844636,-0.695484,-0.068561,0,1,1,1,1
-200,1.864884,-0.685451,-0.0658,0,1,1,1,1
-160,1.890217,-0.676011,-0.060984,0,1,1,1,1
-120,1.917348,-0.668928,-0.052,0,1,1,1,1
-80,1.945026,-0.659899,-0.047817,0,1,1,1,1
-40,1.971438,-0.649164,-0.046608,0,1,1,1,1
0,1.99433,-0.637368,-0.040877,0,1,1,1,1
