timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.478389,-0.558651,0.335429,1,1,1,1,1
-360,1.480648,-0.549617,0.331323,1,1,1,1,1
-320,1.482226,-0.539895,0.325611,1,1,1,1,1
-280,1.478015,-0.528535,0.318178,1,1,1,1,1
-240,1.472846,-0.514711,0.309867,1,1,1,1,1
-200,1.471793,-0.497241,0.301362,1,1,1,1,1
-160,1.470856,-0.477251,0.292105,1,1,1,1,1
-120,1.471187,-0.456983,0.281536,1,1,1,1,1
-80,1.471985,-0.439197,0.273057,1,1,1,1,1
-40,1.474108,-0.424484,0.26701,1,1,1,1,1
0,1.475438,-0.411639,0.261565,1,1,1,1,1
