timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.178519,-0.938778,0.844237,1,1,1,1,1
-360,2.194971,-0.940593,0.839932,1,1,1,1,1
-320,2.211185,-0.943597,0.837614,1,1,1,1,1
-280,2.226258,-0.947752,0.834261,1,1,1,1,1
-240,2.240185,-0.950267,0.832223,1,1,1,1,1
-200,2.252013,-0.953005,0.829772,1,1,1,1,1
-160,2.263599,-0.95654,0.827009,1,1,1,1,1
-120,2.275151,-0.96017,0.824336,1,1,1,1,1
-80,2.286428,-0.963914,0.820826,1,1,1,1,1
-40,2.299634,-0.968055,0.818595,1,1,1,1,1
0,2.316378,-0.972143,0.814003,1,1,1,1,1
