timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.428857,-1.021898,-0.954817,0,1,1,1,1
-360,4.446039,-1.005417,-0.935976,0,1,1,1,1
-320,4.461493,-0.987283,-0.916855,0,1,1,1,1
-280,4.476405,-0.969868,-0.896401,0,1,1,1,1
-240,4.493453,-0.955416,-0.876223,0,1,1,1,1
-200,4.513021,-0.940256,-0.860092,0,1,1,1,1
-160,4.530736,-0.924487,-0.842231,0,1,1,1,1
-120,4.546942,-0.907935,-0.823482,0,1,1,1,1
-80,4.559915,-0.89099,-0.803174,0,1,1,1,1
-40,4.576423,-0.876982,-0.783892,0,1,1,1,1
0,4.591558,-0.857258,-0.765587,0,1,1,1,1
