timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.672163,-0.317805,-0.121683,1,1,1,1,1
-360,1.685388,-0.307833,-0.114447,1,1,1,1,1
-320,1.697833,-0.300201,-0.106456,1,1,1,1,1
-280,1.71041,-0.293578,-0.098985,1,1,1,1,1
-240,1.724672,-0.287615,-0.090042,1,1,1,1,1
-200,1.740117,-0.278127,-0.081704,1,1,1,1,1
-160,1.756147,-0.267439,-0.070506,1,1,1,1,1
-120,1.768983,-0.248068,-0.062627,1,1,1,1,1
-80,1.789946,-0.229625,-0.054767,1,1,1,1,1
-40,1.816488,-0.215614,-0.043532,1,1,1,1,1
0,1.847484,-0.205078,-0.036272,1,1,1,1,1
