timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.227945,0.355167,-0.550369,1,1,1,1,1
-360,2.225447,0.346226,-0.538869,1,1,1,1,1
-320,2.223305,0.33621,-0.526474,1,1,1,1,1
-280,2.234087,0.327749,-0.514903,1,1,1,1,1
-240,2.247251,0.320694,-0.504062,1,1,1,1,1
-200,2.260809,0.313374,-0.493966,1,1,1,1,1
-160,2.275377,0.306338,-0.485273,1,1,1,1,1
-120,2.288889,0.299682,-0.475085,1,1,1,1,1
-80,2.302183,0.291575,-0.465577,1,1,1,1,1
-40,2.313826,0.283452,-0.453894,1,1,1,1,1
0,2.325479,0.274623,-0.44395,1,1,1,1,1
