timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.274236,-1.105367,0.268611,1,1,1,1,1
-360,2.295294,-1.100603,0.261382,1,1,1,1,1
-320,2.309965,-1.095354,0.255813,1,1,1,1,1
-280,2.319363,-1.092164,0.251887,1,1,1,1,1
-240,2.327255,-1.089205,0.248808,1,1,1,1,1
-200,2.334785,-1.086551,0.245675,1,1,1,1,1
-160,2.342077,-1.083991,0.242009,1,1,1,1,1
-120,2.349731,-1.08186,0.238649,1,1,1,1,1
-80,2.357234,-1.07954,0.234517,1,1,1,1,1
-40,2.364806,-1.077179,0.230332,1,1,1,1,1
0,2.372111,-1.074635,0.226106,1,1,1,1,1
