timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.330947,-1.385816,0.414721,1,1,1,1,1
-360,2.343028,-1.376976,0.4127,1,1,1,1,1
-320,2.356206,-1.367261,0.410574,1,1,1,1,1
-280,2.370264,-1.357583,0.406627,1,1,1,1,1
-240,2.385413,-1.346983,0.403978,1,1,1,1,1
-200,2.391903,-1.330752,0.39902,1,1,1,1,1
-160,2.39306,-1.312453,0.396038,1,1,1,1,1
-120,2.3935,-1.292759,0.395048,1,1,1,1,1
-80,2.393333,-1.271823,0.394362,1,1,1,1,1
-40,2.392145,-1.249589,0.392296,1,1,1,1,1
0,2.392093,-1.22588,0.390508,1,1,1,1,1
