timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.568595,-0.469295,0.906707,0,1,1,1,1
-360,3.564458,-0.460231,0.902115,0,1,1,1,1
-320,3.559604,-0.446529,0.893518,0,1,1,1,1
-280,3.555808,-0.425232,0.882988,0,1,1,1,1
-240,3.550062,-0.395965,0.87195,0,1,1,1,1
-200,3.551948,-0.363665,0.853391,0,1,1,1,1
-160,3.574929,-0.328958,0.842292,0,1,1,1,1
-120,3.591405,-0.288473,0.826637,0,1,1,1,1
-80,3.61319,-0.248589,0.809277,0,1,1,1,1
-40,3.632988,-0.205284,0.789613,0,1,1,1,1
0,3.652066,-0.159361,0.769558,0,1,1,1,1
