timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.472156,0.865021,0.249757,0,1,1,1,1
-360,2.473161,0.85753,0.246542,0,1,1,1,1
-320,2.473655,0.849828,0.242413,0,1,1,1,1
-280,2.478245,0.844236,0.239153,0,1,1,1,1
-240,2.488734,0.844353,0.237186,0,1,1,1,1
-200,2.499121,0.844874,0.236335,0,1,1,1,1
-160,2.510143,0.845103,0.234716,0,1,1,1,1
-120,2.522009,0.84801,0.232164,0,1,1,1,1
-80,2.534391,0.849997,0.229493,0,1,1,1,1
-40,2.546202,0.85226,0.227924,0,1,1,1,1
0,2.553963,0.850121,0.223565,0,1,1,1,1
