timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.802733,0.300527,-0.868573,0,1,1,1,1
-360,2.795064,0.301414,-0.861198,0,1,1,1,1
-320,2.786647,0.3003,-0.854771,0,1,1,1,1
-280,2.7783,0.297906,-0.848534,0,1,1,1,1
-240,2.77007,0.295286,-0.842224,0,1,1,1,1
-200,2.761779,0.292909,-0.835868,0,1,1,1,1
-160,2.753179,0.291468,-0.82965,0,1,1,1,1
-120,2.745121,0.29069,-0.823578,0,1,1,1,1
-80,2.737798,0.288789,-0.81787,0,1,1,1,1
-40,2.730994,0.287613,-0.812303,0,1,1,1,1
0,2.728851,0.28411,-0.807077,0,1,1,1,1
