timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.27448,0.796606,-0.210429,1,1,1,1,1
-360,1.308953,0.785093,-0.213445,1,1,1,1,1
-320,1.341123,0.781311,-0.220168,1,1,1,1,1
-280,1.369978,0.779015,-0.220948,1,1,1,1,1
-240,1.39534,0.775068,-0.223398,1,1,1,1,1
-200,1.421119,0.776258,-0.226509,1,1,1,1,1
-160,1.448682,0.779083,-0.228424,1,1,1,1,1
-120,1.475917,0.787029,-0.230177,1,1,1,1,1
-80,1.504544,0.786951,-0.237295,1,1,1,1,1
-40,1.534357,0.783125,-0.238985,1,1,1,1,1
0,1.563893,0.780407,-0.24268,1,1,1,1,1
