timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.757813,0.066419,-0.423332,1,1,1,1,1
-360,3.747015,0.075089,-0.415157,1,1,1,1,1
-320,3.736008,0.085298,-0.409533,1,1,1,1,1
-280,3.724952,0.095094,-0.40355,1,1,1,1,1
-240,3.723006,0.109958,-0.397153,1,1,1,1,1
-200,3.732594,0.123929,-0.389357,1,1,1,1,1
-160,3.74109,0.13718,-0.37695,1,1,1,1,1
-120,3.751815,0.151964,-0.366044,1,1,1,1,1
-80,3.761941,0.170178,-0.357094,1,1,1,1,1
-40,3.77259,0.190271,-0.349129,1,1,1,1,1
0,3.776692,0.213376,-0.338317,1,1,1,1,1
