timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.146416,-0.914345,-0.660583,1,1,1,1,1
-360,3.176082,-0.926468,-0.656089,1,1,1,1,1
-320,3.205491,-0.917556,-0.651058,1,1,1,1,1
-280,3.225166,-0.894116,-0.648364,1,1,1,1,1
-240,3.24153,-0.872665,-0.648571,1,1,1,1,1
-200,3.253504,-0.853657,-0.644471,1,1,1,1,1
-160,3.259119,-0.840415,-0.635506,1,1,1,1,1
-120,3.263913,-0.832275,-0.630369,1,1,1,1,1
-80,3.268637,-0.825705,-0.626157,1,1,1,1,1
-40,3.273935,-0.820357,-0.620808,1,1,1,1,1
0,3.279227,-0.814605,-0.615938,1,1,1,1,1
