timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.565988,-1.248396,-0.52411,1,1,1,1,1
-360,3.566561,-1.240941,-0.516074,1,1,1,1,1
-320,3.567931,-1.234912,-0.509432,1,1,1,1,1
-280,3.568755,-1.229615,-0.50354,1,1,1,1,1
-240,3.569323,-1.223492,-0.49673,1,1,1,1,1
-200,3.570817,-1.216304,-0.490732,1,1,1,1,1
-160,3.573687,-1.208462,-0.486354,1,1,1,1,1
-120,3.577096,-1.199832,-0.48229,1,1,1,1,1
-80,3.58111,-1.190226,-0.477967,1,1,1,1,1
-40,3.583947,-1.179747,-0.47305,1,1,1,1,1
0,3.587139,-1.168991,-0.468436,1,1,1,1,1
