timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.690283,0.750282,1.483718,0,1,1,1,1
-360,2.678544,0.74739,1.451233,0,1,1,1,1
-320,2.659826,0.744143,1.421752,0,1,1,1,1
-280,2.635592,0.738418,1.395613,0,1,1,1,1
-240,2.613852,0.717816,1.371166,0,1,1,1,1
-200,2.591455,0.69621,1.348085,0,1,1,1,1
-160,2.563745,0.683777,1.324946,0,1,1,1,1
-120,2.543036,0.662093,1.301215,0,1,1,1,1
-80,2.517197,0.648229,1.276032,0,1,1,1,1
-40,2.49681,0.631213,1.247805,0,1,1,1,1
0,2.481039,0.612699,1.220334,0,1,1,1,1
