timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.847975,1.83787,0.216186,0,1,1,1,1
-360,4.858814,1.830892,0.219091,0,1,1,1,1
-320,4.869427,1.817742,0.223437,0,1,1,1,1
-280,4.88233,1.801301,0.227535,0,1,1,1,1
-240,4.897824,1.782128,0.23364,0,1,1,1,1
-200,4.914963,1.759321,0.238835,0,1,1,1,1
-160,4.936125,1.735377,0.24482,0,1,1,1,1
-120,4.956738,1.706004,0.25067,0,1,1,1,1
-80,4.980701,1.675564,0.260549,0,1,1,1,1
-40,5.004951,1.641575,0.273222,0,1,1,1,1
0,5.034952,1.605573,0.281028,0,1,1,1,1
