timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.851408,-0.123519,0.867846,0,0,0,1,1
-360,4.860466,-0.095264,0.860239,0,0,0,1,1
-320,4.868869,-0.067229,0.850613,0,0,0,1,1
-280,4.875383,-0.041142,0.841065,0,0,0,1,1
-240,4.897627,-0.023313,0.818597,0,0,0,1,1
-200,4.917565,0.005145,0.788742,0,0,0,1,1
-160,4.942155,0.031574,0.756456,0,0,0,1,1
-120,4.97123,0.057807,0.724809,0,0,0,1,1
-80,4.997298,0.08919,0.692604,0,0,0,1,1
-40,5.007786,0.117521,0.658695,0,0,0,1,1
0,4.967055,0.128842,0.669855,0,0,0,1,1
