timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.25298,-0.312603,-0.071154,0,0,1,1,1
-360,3.27743,-0.293597,-0.059446,0,0,1,1,1
-320,3.296288,-0.272194,-0.041746,0,0,1,1,1
-280,3.318239,-0.252515,-0.025742,0,0,1,1,1
-240,3.337514,-0.23432,-0.007102,0,0,1,1,1
-200,3.328843,-0.236266,-0.005533,0,0,1,1,1
-160,3.292608,-0.238292,-0.013757,0,0,1,1,1
-120,3.257783,-0.235989,-0.031493,0,0,1,1,1
-80,3.225309,-0.235644,-0.050102,0,0,1,1,1
-40,3.228467,-0.210522,-0.0561,0,0,1,1,1
0,3.24776,-0.186655,-0.052289,0,0,1,1,1
