timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.39171,0.249919,-0.178686,0,1,1,1,1
-360,2.400135,0.251544,-0.171381,0,1,1,1,1
-320,2.407204,0.254158,-0.163115,0,1,1,1,1
-280,2.415718,0.260543,-0.15673,0,1,1,1,1
-240,2.409888,0.265287,-0.150611,0,1,1,1,1
-200,2.399816,0.267346,-0.148214,0,1,1,1,1
-160,2.389362,0.268387,-0.146078,0,1,1,1,1
-120,2.379434,0.270314,-0.143849,0,1,1,1,1
-80,2.370448,0.271835,-0.142229,0,1,1,1,1
-40,2.363067,0.273051,-0.140524,0,1,1,1,1
0,2.359852,0.277297,-0.135439,0,1,1,1,1
