timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.55688,0.332862,-0.863867,1,1,1,1,1
-360,1.584665,0.330201,-0.846936,1,1,1,1,1
-320,1.612116,0.329143,-0.830706,1,1,1,1,1
-280,1.638798,0.327216,-0.814954,1,1,1,1,1
-240,1.665014,0.325861,-0.799844,1,1,1,1,1
-200,1.690778,0.322918,-0.785292,1,1,1,1,1
-160,1.714938,0.321526,-0.769184,1,1,1,1,1
-120,1.737876,0.321783,-0.753515,1,1,1,1,1
-80,1.759378,0.321221,-0.738167,1,1,1,1,1
-40,1.780057,0.320993,-0.724201,1,1,1,1,1
0,1.800553,0.320002,-0.711925,1,1,1,1,1
