timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.57929,-1.035246,1.326867,1,1,1,1,1
-360,2.601348,-1.030302,1.316638,1,1,1,1,1
-320,2.626557,-1.027186,1.304454,1,1,1,1,1
-280,2.652215,-1.023819,1.292577,1,1,1,1,1
-240,2.674113,-1.012852,1.279104,1,1,1,1,1
-200,2.686859,-0.992862,1.26133,1,1,1,1,1
-160,2.700923,-0.973033,1.241496,1,1,1,1,1
-120,2.714425,-0.950712,1.221825,1,1,1,1,1
-80,2.730747,-0.930825,1.199336,1,1,1,1,1
-40,2.747584,-0.909359,1.175709,1,1,1,1,1
0,2.76208,-0.886727,1.149738,1,1,1,1,1
