timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,4.175637,0.877225,-1.010438,1,1,1,1,1
-360,4.176325,0.870205,-1.003866,1,1,1,1,1
-320,4.175713,0.863195,-0.997352,1,1,1,1,1
-280,4.174698,0.856639,-0.990492,1,1,1,1,1
-240,4.172741,0.850753,-0.983244,1,1,1,1,1
-200,4.172764,0.844109,-0.975284,1,1,1,1,1
-160,4.171138,0.836076,-0.96701,1,1,1,1,1
-120,4.16915,0.826803,-0.958908,1,1,1,1,1
-80,4.167827,0.81646,-0.950754,1,1,1,1,1
-40,4.16802,0.806335,-0.940141,1,1,1,1,1
0,4.166512,0.795555,-0.928433,1,1,1,1,1
