timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.328058,-0.947109,0.005808,1,1,1,1,1
-360,1.305752,-0.942155,-0.003826,1,1,1,1,1
-320,1.32959,-0.928581,-0.003638,1,1,1,1,1
-280,1.354975,-0.918585,-0.001493,1,1,1,1,1
-240,1.378558,-0.906355,0.000456,1,1,1,1,1
-200,1.400365,-0.892217,-0.000165,1,1,1,1,1
-160,1.423168,-0.881259,-0.000898,1,1,1,1,1
-120,1.445812,-0.872107,-0.002946,1,1,1,1,1
-80,1.465624,-0.85911,-0.00328,1,1,1,1,1
-40,1.485538,-0.847165,-0.004611,1,1,1,1,1
0,1.507205,-0.841692,-0.004931,1,1,1,1,1
