timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,2.812547,-1.882416,-0.882888,0,0,0,1,1
-360,2.836166,-1.875526,-0.871624,0,0,0,1,1
-320,2.859243,-1.869888,-0.858703,0,0,0,1,1
-280,2.880166,-1.859323,-0.846645,0,0,0,1,1
-240,2.900384,-1.849435,-0.83499,0,0,0,1,1
-200,2.919539,-1.83988,-0.82359,0,0,0,1,1
-160,2.938871,-1.831642,-0.813801,0,0,0,1,1
-120,2.956995,-1.823595,-0.803771,0,0,0,1,1
-80,2.97485,-1.816996,-0.793936,0,0,0,1,1
-40,2.99155,-1.810948,-0.783604,0,0,0,1,1
0,3.003316,-1.801555,-0.773777,0,0,0,1,1
