timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,0.97691,0.115555,0.469249,1,1,1,1,1
-360,0.997269,0.104697,0.467992,1,1,1,1,1
-320,1.021535,0.092552,0.465505,1,1,1,1,1
-280,1.04773,0.077256,0.46288,1,1,1,1,1
-240,1.070851,0.059246,0.462782,1,1,1,1,1
-200,1.092677,0.042341,0.461177,1,1,1,1,1
-160,1.111654,0.023902,0.459472,1,1,1,1,1
-120,1.128834,0.005174,0.457327,1,1,1,1,1
-80,1.146951,-0.011479,0.454332,1,1,1,1,1
-40,1.167118,-0.027018,0.450572,1,1,1,1,1
0,1.189904,-0.045595,0.450007,1,1,1,1,1
