timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,3.172904,-1.517053,1.489651,0,1,1,1,1
-360,3.173101,-1.516023,1.488318,0,1,1,1,1
-320,3.17352,-1.51484,1.486889,0,1,1,1,1
-280,3.173905,-1.513704,1.485695,0,1,1,1,1
-240,3.174312,-1.512568,1.484331,0,1,1,1,1
-200,3.17475,-1.511433,1.48298,0,1,1,1,1
-160,3.175096,-1.510192,1.481663,0,1,1,1,1
-120,3.175777,-1.509007,1.480309,0,1,1,1,1
-80,3.175969,-1.50792,1.478898,0,1,1,1,1
-40,3.176528,-1.507014,1.477376,0,1,1,1,1
0,3.176753,-1.505908,1.475938,0,1,1,1,1
