timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.972696,0.608901,-0.014897,1,1,1,1,1
-360,1.975763,0.610811,-0.014351,1,1,1,1,1
-320,1.9786,0.612467,-0.013416,1,1,1,1,1
-280,1.981608,0.613617,-0.012653,1,1,1,1,1
-240,1.984435,0.613939,-0.011011,1,1,1,1,1
-200,1.988029,0.615374,-0.008767,1,1,1,1,1
-160,1.991624,0.616844,-0.007067,1,1,1,1,1
-120,1.995491,0.618054,-0.005883,1,1,1,1,1
-80,1.999162,0.619323,-0.004469,1,1,1,1,1
-40,2.002861,0.620251,-0.003306,1,1,1,1,1
0,2.004079,0.616671,-0.002375,1,1,1,1,1
