timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.633073,-0.096395,-0.156018,0,1,1,1,1
-360,1.662851,-0.076316,-0.145925,0,1,1,1,1
-320,1.69351,-0.056496,-0.136311,0,1,1,1,1
-280,1.716703,-0.030651,-0.123581,0,1,1,1,1
-240,1.749972,-0.028007,-0.112605,0,1,1,1,1
-200,1.783298,-0.034505,-0.094433,0,1,1,1,1
-160,1.813534,-0.040323,-0.071799,0,1,1,1,1
-120,1.841703,-0.02169,-0.052186,0,1,1,1,1
-80,1.868344,0.000147,-0.032436,0,1,1,1,1
-40,1.894002,0.018474,-0.008655,0,1,1,1,1
0,1.917569,0.04053,0.01263,0,1,1,1,1
