timestep_ms,x,y,z,hit_r001,hit_r002,hit_r003,hit_r004,hit_r005
-400,1.331297,-0.438738,0.425945,1,1,1,1,1
-360,1.339988,-0.437919,0.422342,1,1,1,1,1
-320,1.348796,-0.436729,0.41869,1,1,1,1,1
-280,1.357266,-0.435385,0.415337,1,1,1,1,1
-240,1.365075,-0.434779,0.412486,1,1,1,1,1
-200,1.371767,-0.43438,0.409945,1,1,1,1,1
-160,1.37888,-0.433782,0.407536,1,1,1,1,1
-120,1.385674,-0.433157,0.405286,1,1,1,1,1
-80,1.391333,-0.432967,0.403325,1,1,1,1,1
-40,1.396961,-0.432042,0.40145,1,1,1,1,1
0,1.402564,-0.431105,0.399476,1,1,1,1,1
